query,sop,score
付款后订单一直没成功怎么处理,建议处理：当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态，并在系统中记录处理结果。,0.8
想问下新人券不能使用怎么处理,当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件。,0.8
支付时优惠券失效了怎么办,SOP：当新人券无法使用时，确认账号是否为新用户以及是否符合新人活动规则,0.8
想问下支付时报错了怎么办,当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态,0.8
登录提示需要身份验证怎么处理,标准流程：当账号存在安全风险时，需先完成安全验证，验证通过后才能继续登录，必要时联系人工客服协助。,0.8
请教一下下单付款时提示风控拦截怎么办,当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态,0.8
帮我看看地址填错了还能改吗,当订单已发货但需拦截时，联系商家发起物流拦截申请，拦截成功后再安排退款或重发,0.8
电子发票在哪里下载,建议处理：发票审核失败通常与抬头、税号或邮箱格式错误有关，修改后可重新提交，必要时联系人工客服协助。,0.8
麻烦问一下发货太慢怎么催,SOP：订单详情页可查看物流单号并跳转到承运商页面查询，必要时联系人工客服协助。,0.8
快递显示签收但我没收到怎么办,建议处理：当发货前发现地址填写错误时，可在商家发货前申请修改收货地址，完成后更新工单状态。,0.8
帮我看看怎么申请退款要怎么解决,若商品已使用或影响二次销售，平台可能不支持无理由退货,0.8
请教一下满减券不能用怎么办,处理规则：当新人券无法使用时，确认账号是否为新用户以及是否符合新人活动规则。,0.8
麻烦问一下退款一直没到账怎么处理,建议处理：若退款原路失败，系统会提示用户补充退款账户信息,0.8
咨询一下银行卡扣款了但订单没生成怎么办,若支付渠道维护中，可引导用户稍后重试或切换到其他支付方式。,0.8
咨询一下支付时报错了怎么办,当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态，完成后更新工单状态。,0.8
帮我看看登录提示需要身份验证怎么处理,当账号存在安全风险时，需先完成安全验证，验证通过后才能继续登录,0.8
账号被锁了怎么恢复登录,处理规则：当账号因输错密码次数过多被锁定时，等待解锁时间结束或通过身份验证解锁后重新登录，并在系统中记录处理结果。,0.8
咨询一下快递异常怎么处理,建议处理：物流停滞受天气、节假日或中转异常影响时，可等待一到两天后再观察节点更新，完成后更新工单状态。,0.8
企业发票怎么开,标准流程：若开票金额与订单不一致，需先核对优惠、退款和实付金额后再处理，必要时联系人工客服协助。,0.8
想问下订单已发货还能拦截吗该怎么办,物流停滞受天气、节假日或中转异常影响时，可等待一到两天后再观察节点更新，完成后更新工单状态。,0.8
我想知道订单已发货还能拦截吗怎么处理,标准流程：如快递异常退回仓库，需确认是否重新发货或直接退款，并在系统中记录处理结果。,0.8
请教一下支付时优惠券失效了怎么办,店铺券和平台券能否叠加需以活动规则为准，不支持叠加时仅可选择其中一种使用，必要时联系人工客服协助。,0.8
咨询一下发票金额和订单不一致怎么办,标准流程：若开票金额与订单不一致，需先核对优惠、退款和实付金额后再处理，必要时联系人工客服协助。,0.8
支付成功但页面显示未支付怎么办,标准流程：若支付密码连续输错，可先重置支付密码后再尝试完成付款。,0.8
满减券不能用怎么办,标准流程：当新人券无法使用时，确认账号是否为新用户以及是否符合新人活动规则,0.8
支付成功但页面显示未支付怎么办,SOP：若支付密码连续输错，可先重置支付密码后再尝试完成付款，必要时联系人工客服协助。,0.8
想问下店铺券和平台券怎么一起用该怎么办,若购物车内含不参与活动商品，可能导致整单无法使用指定优惠券,0.8
帮我看看满减券不能用怎么办,处理规则：活动价格和优惠券是否可叠加需按具体促销规则判断，完成后更新工单状态。,0.8
想问下退款一直没到账怎么处理,标准流程：当用户申请退款时，在订单详情页提交退款原因并等待商家审核，审核通过后原路退款，必要时联系人工客服协助。,0.8
麻烦问一下用户无法登录系统怎么处理,当用户收不到短信验证码时，先检查手机号绑定状态，再切换邮箱验证或联系客服处理，并在系统中记录处理结果。,0.8
帮我看看退货物流填错了怎么办,标准流程：商家审核通过后需在规定时间内寄回商品，否则退款申请可能关闭,0.8
我想知道电子发票在哪里下载,退款完成后可能需要红冲已开具发票,0.8
请教一下售后申请被拒绝怎么办,建议处理：当退款迟迟未到账时，先核对退款状态和原支付渠道到账周期，超时后联系客服处理,0.8
咨询一下发票审核失败怎么办,退款完成后可能需要红冲已开具发票,0.8
请教一下发票一直没开出来怎么办,标准流程：退款完成后可能需要红冲已开具发票，必要时联系人工客服协助。,0.8
帮我看看商家拒绝退款怎么办,当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品,0.8
咨询一下新人券不能使用怎么处理,标准流程：活动价格和优惠券是否可叠加需按具体促销规则判断，并在系统中记录处理结果。,0.8
麻烦问一下发票抬头填错了怎么办,建议处理：当退款发生后，如已开具发票需按规则申请红字发票或作废处理，必要时联系人工客服协助。,0.8
请教一下地址填错了还能改吗,标准流程：若用户急需商品，可优先与商家协商更换配送方式。,0.8
怎么查物流应该怎么弄,当订单已发货但需拦截时，联系商家发起物流拦截申请，拦截成功后再安排退款或重发,0.8
麻烦问一下电子发票在哪里下载应该怎么弄,若开票金额与订单不一致，需先核对优惠、退款和实付金额后再处理,0.8
用户忘记密码登录不了怎么办,标准流程：当登录需要二次验证时，校验绑定手机或邮箱验证码，验证通过后允许登录,0.8
咨询一下手机号换了收不到验证码怎么办,SOP：当用户收不到短信验证码时，先检查手机号绑定状态，再切换邮箱验证或联系客服处理。,0.8
我想知道地址填错了还能改吗,当发货前发现地址填写错误时，可在商家发货前申请修改收货地址，完成后更新工单状态。,0.8
我想知道快递显示签收但我没收到怎么办,SOP：当发货前发现地址填写错误时，可在商家发货前申请修改收货地址，必要时联系人工客服协助。,0.8
想问下地址填错了还能改吗,标准流程：若用户急需商品，可优先与商家协商更换配送方式。,0.8
优惠券为什么用不了有没有处理办法,标准流程：当支付时优惠券失效，可能因活动结束或库存变更导致，需重新刷新结算页确认可用优惠。,0.8
密码不记得了怎么登录该怎么办,建议处理：如绑定手机号已失效，可走账户资料核验流程重新绑定新手机号，并在系统中记录处理结果。,0.8
咨询一下快递显示签收但我没收到怎么办,当发货前发现地址填写错误时，可在商家发货前申请修改收货地址。,0.8
